,,,,,,,,,,,,,,,,,,,,,,,,,
"*** Query Name:Query 1 ***

    Start Date : 10/1/2016 12:00:00 AM
30003748,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/17/2016 9:39:18 AM,,POKELA ROAD,SUNNYDALE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,"Fourteen Wood and Iron Structure alight on two separate enclosed ground. Bystanders endeavouring to extinguish fire by garden hose and buckets of water, water reserved from nearby property Erf Number 1464.",25 - 30 min,Water Tanker,625Kpa 19mm Nozzle,0,,"Entire Wood and Iron structures destroyed by fire, heat and smoke, One formal dwelling with exposure from fire and heat resulted in the integrity of the structure being compromised.","80,000","150,000",,, Pasile Cynthia Gaca,Edgar,West
30003748,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/17/2016 9:39:18 AM,,POKELA ROAD,SUNNYDALE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,"Fourteen Wood and Iron Structure alight on two separate enclosed ground. Bystanders endeavouring to extinguish fire by garden hose and buckets of water, water reserved from nearby property Erf Number 1464.",25 - 30 min,,625Kpa 19mm Nozzle,0,,"Entire Wood and Iron structures destroyed by fire, heat and smoke, One formal dwelling with exposure from fire and heat resulted in the integrity of the structure being compromised.","80,000","150,000",,, Pasile Cynthia Gaca,Edgar,West
30003749,TRANSPORT FIRE,"TRANSPORT FIRE - CARS, MOTORCYCLE",10/17/2016 10:13:41 AM,,OLD PAARL ROAD,CHRISMAR,Fire - automatically extinguished,,,,,extinghuised by owner using a dry powder extinghuiser,,,,,,,0,0,,,,,North
30003750,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 11:21:29 AM,,WELTEVREDEN ROAD,WOODLANDS,Special Service - False Good Intent,,,,,,,,,,,,0,0,,,,,West
30003751,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 11:52:10 AM,,JANE AVENUE,GATESVILLE,Fire manually extinguished,,15 - 20 Deg,Moderate,Clear,,,,,,,,0,0,,,SJP INVESTMENT C C,,West
30003752,SPECIAL INCIDENTS - FIRE SERVICE,FIRE SERVICE MISCELLANEOUS - ANIMAL RESCUE,10/17/2016 9:32:54 AM,,PETER CLOETE AVENUE,CONSTANTIA,,,,,,,,,,,,,,,,,,,West
30003753,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 9:45:54 AM,61,CALEDON STREET,ZONNEBLOEM,Fire manually extinguished,,,,,,0 - 5 min,,625Kpa 13mm Nozzle,200,,,0,0,,,,,West
30003754,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/17/2016 9:50:51 AM,,PAARDEBERG 1068,BELHAR EXT 19,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,East
30003755,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 10:16:46 AM,,DUINFONTEIN,GUGULETU,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,0 - 5 min,,625Kpa 13mm Nozzle,"1,000",,as the results of the fire small area of grass burned.,0,0,,,city of cape town,,East
30003756,OTHER FIRE,OTHER FIRE - MISCELLANEOUS FIRES,10/17/2016 10:49:55 AM,,BOESAK ROAD,WALLACEDENE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,,5 - 10 min,,625Kpa 13mm Nozzle,200,,,0,0,,,city of cape town bloemhofsentrum bellville 7530,,North
30003757,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 10:54:27 AM,,CAPE FLATS HIGHWAY,PHILIPPI,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,25 - 30 min,Water Tanker,800 Kpa 30mm Nozzle,"7,000",,,0,0,,,city of capetown,,East
30003757,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 10:54:27 AM,,CAPE FLATS HIGHWAY,PHILIPPI,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,25 - 30 min,,625Kpa 30mm Nozzle,"1,800",,,0,0,,,city of capetown,,East
30003758,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/17/2016 11:07:57 AM,26,PORT JACKSON ROAD,FIRGROVE,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,"Occupants , removed pot from stove.",,,,,,"Building  : Brick and mortar inside walls  damaged , by fire , smoke heat and water.",0,0,,,Mr. George Claassen,,East
30003759,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 11:56:38 AM,,ST BONAFACE CRESCENT,LAVENDER HILL,Fire manually extinguished,,,,,Nil,15 - 20 min,,625Kpa 13mm Nozzle,0,,,,,,,,,West
30003760,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 12:26:56 PM,,JONKERSHOEK ROAD,SHERWOOD,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,"NIL
",10 - 15 min,,625Kpa 13mm Nozzle,800,,,0,0,,,CITY OF CAPE TOWN PO BOX 35 MILNERTON 7349,,North
30003761,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/17/2016 12:29:57 PM,,VOORTREKKER ROAD,BELLVILLE CBD,Special Service,,,,,,,,,,,,0,0,,,,,North
30003762,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 1:17:30 PM,,BOLT AVENUE,MONTAGUE GARDENS,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,15 - 20 min,,,"1,800",,,0,0,,,TRANSNET LTD,,North
30003763,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 1:39:33 PM,1,DE WET ROAD,OTTERY,Fire manually extinguished,,10 - 15 Deg,Moderate,Clear,,,,,,,,0,0,,,DEPARTMENT OF TRANSPORT AND PUBLIC WORKS,,West
30003764,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 2:05:58 PM,,RADNOR STREET,PAROW INDUSTRIA,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,Workers working with fire hose reel to contain fire.,25 - 30 min,Street Hydrant,,"10,000",,,0,0,,,"Tygerberg Family Homes CC, 9 Ruben Kaye Street, Parow Industria,7500",Denken Concrete,East
30003764,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 2:05:58 PM,,RADNOR STREET,PAROW INDUSTRIA,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,Workers working with fire hose reel to contain fire.,25 - 30 min,Water Tanker,,"10,000",,,0,0,,,"Tygerberg Family Homes CC, 9 Ruben Kaye Street, Parow Industria,7500",Denken Concrete,East
30003764,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 2:05:58 PM,,RADNOR STREET,PAROW INDUSTRIA,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,Workers working with fire hose reel to contain fire.,25 - 30 min,,,"2,500",,,0,0,,,"Tygerberg Family Homes CC, 9 Ruben Kaye Street, Parow Industria,7500",Denken Concrete,East
30003765,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/17/2016 2:15:34 PM,,GLEN ROAD,GLENCAIRN,Special Service,,,,,"One Motor Vehicle left roadway and collided with telephone pole, No person trapped, One adult male colour code green, Metro ambulance No.40 and Traffic on scene Cape Medical Response on scene Rendering medical assistance.",,,,,,,,,,,,,West
30003766,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/17/2016 4:40:35 PM,,DASSENBERG STREET,CAPE FARMS - DISTRICT B,Special Service,,,,,,,,,,,,,,,,,,North
30003767,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/17/2016 6:47:59 PM,,CHARL MALAN STREET,BELLVILLE CBD,Special Service,,,,,patient loaded into metro ambulance 114,,,,,,,,,,,,,North
30003768,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/17/2016 6:56:04 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30003769,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/17/2016 7:22:34 PM,,RIO GRANDE STREET,MANENBERG,Special Service,,,,,male minor knocked down by motor vehicle and received injuries. code yellow.,,,,,,,0,0,,,,,West
30003770,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 9:14:33 PM,,ARCADIA AVENUE,ELSIES RIVER,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Fine,,10 - 15 min,,625Kpa 13mm Nozzle,"1,800",,,0,0,,,Evergrand develope CC,,North
30003771,MEDICAL EMERGENCY,MEDICAL - UNABLE TO BREATHE,10/17/2016 9:35:17 PM,,CENTRAL AVENUE,FISH HOEK,Special Service,,,,,,,,,,,,,,,,,,West
30003772,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 2:48:57 PM,,ANTRIM STREET,BEACON HILL,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,nil,0 - 5 min,,,200,,,0,0,,,city of cape town po box 35 milnerton 7349,,North
30003773,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/17/2016 3:28:29 PM,,,,Special Service,,,,,"Upon arrival of brigade found adult female knocked down by truck, complaining of pain to the left leg(patella region), patient found in sitting position on verge of public roadway.",,,,,,,0,0,,,,,North
30003774,TRAUMA EMERGENCY - ASSAULT,TRAUMA - ASSAULT - PHYSICAL,10/17/2016 3:43:06 PM,,MACASSAR ROAD,MACASSAR,,,,,,,,,,,,,,,,,,,East
30003775,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/17/2016 4:01:54 PM,26,LOWER KLIPFONTEIN STREET,SILVERTOWN,Special Service,,,,,,,,,,,,0,0,,,,,North
30003776,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/17/2016 4:17:53 PM,,MAIN ROAD,KENILWORTH,Special Service,,,,,,,,,,,,0,0,,,,,West
30003777,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 4:36:27 PM,2,SYMPHONY WAY,BELHAR EXT 7,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,East
30003778,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/17/2016 5:13:48 PM,,VALHALLA CRESCENT,MONTANA,Special Service,,,,,,,,,,,,,,,,,,East
30003779,TRAIN INCIDENT,TRAIN INCIDENT - PASSENGER / PEDESTRIAN RELATED,10/17/2016 5:17:32 PM,,SANDOWN ROAD,BLOUBERG SANDS,,,,,,,,,,,,,,,,,,,
30003780,MEDICAL EMERGENCY,MEDICAL - CONVULSIONS,10/17/2016 5:19:31 PM,,HOUT BAY MAIN ROAD,HOUT BAY,Special Service,,,,,,,,,,,,,,,,,,West
30003781,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 5:22:11 PM,17,EDWARD ROWORTH CRESCENT,NEW WOODLANDS,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,,,,,,,a small area of vegetation burned,0,0,,,dept of transport and public works,,East
30003782,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/17/2016 5:47:51 PM,,CHARL MALAN STREET,BELLVILLE CBD,Special Service,,,,,patient loaded by metro ambulance 114,,,,,,,0,0,,,,,North
30003783,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 5:51:57 PM,,SANTER CRESCENT,HAGLEY,Fire manually extinguished,,20 - 25 Deg,Moderate,Fine,,25 - 30 min,,,"2,500",,,0,0,,,Black investments (pty)LTD,,East
30003784,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 6:03:49 PM,,MONTREAL DRIVE,SHERWOOD,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,North
30003785,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/17/2016 6:20:11 PM,60,KLOOF AVENUE,ST DUMAS,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,fire was extinguished prior to arrival of brigade,,,,,,,0,"20,000",,,Mr Alan James Storey,Johan Rossouw,East
30003786,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/17/2016 6:44:04 PM,,MBEWANA STREET,NYANGA,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,occupants attempted to extinguish the fire with buckets of water and sand.,15 - 20 min,Water Tanker,,0,,,0,0,,,City Of Cape Town (ERF :2849),"Ms Nontombi Nteki ( Add: Mbewana Street KTC), Ms Phathiswa Gwayi",East
30003786,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/17/2016 6:44:04 PM,,MBEWANA STREET,NYANGA,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,occupants attempted to extinguish the fire with buckets of water and sand.,15 - 20 min,,625Kpa 19mm Nozzle,0,,,0,0,,,City Of Cape Town (ERF :2849),"Ms Nontombi Nteki ( Add: Mbewana Street KTC), Ms Phathiswa Gwayi",East
30003787,MEDICAL EMERGENCY,MEDICAL - RESPIRATORY COMPLAINT,10/17/2016 7:00:30 PM,,OXFORD STREET,RICHMOND ESTATE,Special Service,,,,,,,,,,,,,,,,,,North
30003788,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/17/2016 7:20:01 PM,,ZONE 22 ROAD,LANGA,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,0 - 5 min,,625Kpa 19mm Nozzle,"2,820",,,0,0,,,City of Cape Town,,North
30003789,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/17/2016 7:27:19 PM,,SYMPHONY DRIVE,DELFT 1 & 2,Special Service,,,,,Metro ambulance 50 and SAP on scene.,,,,,,,0,0,,,,,East
30003790,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 2:55:02 AM,,INYONI STREET,MAITLANT,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Fine,,10 - 15 min,,625Kpa 13mm Nozzle,"1,800",,,0,0,,,Republic of South Africa,,North
30003791,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 4:22:50 AM,,MORGENSTER STREET,WOODLANDS,Special Service,,,,,1 motor vehicle hit dog and collided with a robot before crashing into vibracrete wall of council premises,,,,,,,0,0,,,,,East
30003792,STORAGE FIRE,STORAGE FIRE - OUTSIDE STORAGE,10/17/2016 10:55:30 PM,,FORBES STREET,STRAND,Fire manually extinguished,,10 - 15 Deg,Moderate,Clear,Fire was extinguished by members of the public prior to arrival of brigade.,,,,,,"Storage area at rear: Roof, rafters, battens damaged by fire, heat, smoke and water.","20,000","10,000",1,1,"Mr.J.Dyonasi, 32 Forbes Street, Erijaville, Strand. 081 055 9883",Mr.J.Dyonasi,East
30003793,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 12:44:14 AM,,OLD SIR LOWRYS PASS ROAD,SIR LOWRYS PASS VILLAGE CENTRE,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Overcast,,15 - 20 min,,625Kpa 25mm Nozzle,"2,000",,,0,0,,,Transnet LTD,vacant ground next to railway line,East
30003794,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 3:04:46 AM,40,STEVE BIKO  STREET,GUGULETU,Fire manually extinguished,,0 - 10 Deg,Light Breeze,Fine,Residents endeavoured to extinguish fire with garden hoses.,0 - 5 min,,,0,613,,"30,000","10,000",,,City of Cape Town,Siphiwe Ndiki,East
30003795,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/18/2016 5:17:17 AM,,Milettia Street,Kuils River,Fire manually extinguished,,,,,THE FIRE WAS EXTINGUISHED BY THE OWNERS OF THE VEHICLE BY USING BUCKETS OF WATER,,,,,,,0,"100,000",,,,,East
30003796,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 11:23:04 AM,162,HANOVER AVENUE,BELHAR EXT 16,Special Service,,,,,,,,,,,,,,,,,,East
30003797,MEDICAL EMERGENCY,MEDICAL - CONFUSION (DIABETIC PATIENT),10/18/2016 12:55:40 PM,98,BURGUNDY CRESCENT,WESTRIDGE,Special Service,,,,,,,,,,,,,,,,,,East
30003798,INDUSTRY FIRE,INDUSTRY FIRE - MISCELLANEOUS,10/18/2016 2:08:24 PM,,PLATINUM DRIVE,BROOKLYN,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Fine,workers endeavoured to extinguish by covering with sand,10 - 15 min,Street Hydrant,625Kpa 13mm Nozzle,0,,,0,0,,,TBA,,North
30003799,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 4:05:24 PM,,NOKWE STREET,WALLACEDENE,Fire manually extinguished,,20 - 25 Deg,,Fine,Occupants extinguished with garden hose,5 - 10 min,,,0,,"Wood and Iron Structure:
Entire structure severe by Fire, Heat, Smoke and Water

Brick and Concrete Building:
Bedroom at Rear, Ceilings, Walls, Doors, Windows, severe by Fire, Heat, Smoke and Water
Remainder of House: Ceilings, Walls, Floor, severe by Heat, Smoke and Water","250,000","300,000",1,2,Nolitha Nancy,Silvia,North
30003800,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 4:18:57 PM,,MCOSANA STREET,MANENBERG,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,10 - 15 min,,,0,,,"25,000","25,000",,5,NOSIPHIWO SIZANI,SONWABO SIZANI; LULAMA MAVUSO; AMINA JALASI;  THOKHOZANI MBEWE; NONDWANI MAPEPA,East
30003800,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 4:18:57 PM,,MCOSANA STREET,MANENBERG,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,,Water Tanker,,0,,,"25,000","25,000",,5,NOSIPHIWO SIZANI,SONWABO SIZANI; LULAMA MAVUSO; AMINA JALASI;  THOKHOZANI MBEWE; NONDWANI MAPEPA,East
30003800,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 4:18:57 PM,,MCOSANA STREET,MANENBERG,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,,,,0,,,"25,000","25,000",,5,NOSIPHIWO SIZANI,SONWABO SIZANI; LULAMA MAVUSO; AMINA JALASI;  THOKHOZANI MBEWE; NONDWANI MAPEPA,East
30003801,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 4:58:23 PM,,FIRST AVENUE,LOTUS RIVER,Special Service,,,,,,,,,,,,,,,,,,West
30003802,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 7:35:32 AM,,N7,CAPE FARMS - DISTRICT B,Special Service,,,,,,,,,,,,,,,,,,North
30003803,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 7:40:56 AM,,OLD PAARL ROAD,brackenfell,Special Service,,,,,,,,,,,,,,,,,,North
30003804,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 7:51:59 AM,18,DUINEFONTEIN ROAD,MANENBERG,Special Service,,,,,Metro ambulance personnel on scene,,,,,,,0,0,,,,,East
30003805,SPECIAL INCIDENTS - FIRE SERVICE,FIRE SERVICE MISCELLANEOUS - ANIMAL RESCUE,10/18/2016 8:33:22 AM,,REDDAM AVENUE,WESTLAKE,,,,,,,,,,,,,,,,,,,West
30003806,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 9:01:44 AM,,NOXOLO ROAD,LWANDLE,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,20 - 25 min,,625Kpa 13mm Nozzle,"7,050",,,0,0,,,ASLA DEVCO PROPRIETARY,,East
30003807,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/18/2016 9:04:26 AM,,DE LA REY STREET,RAVENSMEAD,Special Service,,,,,,,,,,,,,,,,,,East
30003808,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 9:09:07 AM,X534,BADEN POWELL DRIVE,KHAYELITSHA,Fire manually extinguished,,25 - 30 Deg,Light Breeze,Fine,,,,,0,,,0,0,,,City Of Cape Town,unknown (tenants not present at time of fire),East
30003809,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 10:13:01 AM,,N7,CAPE FARMS - DISTRICT C,Special Service,,,,,,,,,,,,,,,,,,North
30003810,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/18/2016 10:18:56 AM,20,PETUNIA ROAD,UITSIG,Fire - automatically extinguished,,15 - 20 Deg,Light Breeze,Clear,,,,,,,"two areas affected: one door glass pane and a wooden door severe by fire, heat and smoke","1,000","3,000",,,Mr Q Jeposa,,East
30003811,MOTOR VEHICLE ACCIDENT,PEDESTRIAN VEHICLE ACCIDENT (PVA ),10/18/2016 10:52:36 AM,1,SILVERSANDS AVENUE,PORTLAND,Special Service,,,,,,,,,,,,,,,,,,East
30003812,INSTITUTIONAL FIRE,INSTITUTIONAL FIRE - EDUCATIONAL ESTABLISHMENTS,10/18/2016 11:12:36 AM,,KAREE ROAD,BONTEHEUWEL,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Overcast,,25 - 30 min,,,"3,000",,"1x Classroom: Entire classroom, roof, ceiling, walls, windows, doors and floor severe by fire, heat, smoke and water. Remainders inside building effected slightly by smoke and water.",0,"200,000",GRN,,DEPARTMENT OF TRANSPORT AND PUBLIC WORKS,,North
30003812,INSTITUTIONAL FIRE,INSTITUTIONAL FIRE - EDUCATIONAL ESTABLISHMENTS,10/18/2016 11:12:36 AM,,KAREE ROAD,BONTEHEUWEL,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Overcast,,,,,"5,460",,"1x Classroom: Entire classroom, roof, ceiling, walls, windows, doors and floor severe by fire, heat, smoke and water. Remainders inside building effected slightly by smoke and water.",0,"200,000",GRN,,DEPARTMENT OF TRANSPORT AND PUBLIC WORKS,,North
30003813,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 11:32:34 AM,,CAPE FLATS HIGHWAY,PHILIPPI,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,5 - 10 min,,,"1,200",,,0,0,,,NO INFORMATION AS PER ISIS,,East
30003814,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 11:47:58 AM,,FABRIEK STREET,EUREKA ESTATE,Fire manually extinguished,,20 - 25 Deg,Light Breeze,Clear,"Nil
",,,,,,,,,,,No information found,open field,North
30003815,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 11:59:23 AM,,,,,,,,,,,,,,,,,,,,,,West
30003816,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 12:10:03 PM,,SIMON STREET,NOMZAMO,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,25 - 30 min,Water Tanker,625Kpa 13mm Nozzle,0,,"Entire contents consisting of household appliances and persons effects,etc., severe by fire, heat,smoke and water.","16,000","20,000",1,8,SA National Roads Agency,"Sekwala Motsiri - 0720222834,Thapelo Cewu,Sibongile Nyathi,John Estrice,Lucky.",East
30003816,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 12:10:03 PM,,SIMON STREET,NOMZAMO,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,25 - 30 min,,625Kpa 13mm Nozzle,0,,"Entire contents consisting of household appliances and persons effects,etc., severe by fire, heat,smoke and water.","16,000","20,000",1,8,SA National Roads Agency,"Sekwala Motsiri - 0720222834,Thapelo Cewu,Sibongile Nyathi,John Estrice,Lucky.",East
30003816,RESIDENTIAL FIRE,RESIDENTIAL FIRE - INFORMAL,10/18/2016 12:10:03 PM,,SIMON STREET,NOMZAMO,Fire manually extinguished,,15 - 20 Deg,Moderate,Fine,,,,,0,,"Entire contents consisting of household appliances and persons effects,etc., severe by fire, heat,smoke and water.","16,000","20,000",1,8,SA National Roads Agency,"Sekwala Motsiri - 0720222834,Thapelo Cewu,Sibongile Nyathi,John Estrice,Lucky.",East
30003817,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 12:10:25 PM,,35TH AVENUE,MODDERDAM,False Alarm - Good Intent,,,,,"fire burned itself out, the brigade could not locate the site.",,,,,,,,,,,,,East
30003818,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 12:23:58 PM,,WHITE ROAD,RETREAT,Fire manually extinguished,,0 - 10 Deg,Moderate,Overcast,,,,625Kpa 13mm Nozzle,100,,,0,0,,,Airton Timbers PTY LTD,,West
30003819,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 12:57:18 PM,76,MANHATTAN STREET,BOQUINAR INDUSTRIAL AREA,False Alarm - Good Intent,,,,,,,,,,,,,,,,,,East
30003820,MOTOR VEHICLE ACCIDENT,MOTOR VEHICLE ACCIDENT (MVA),10/18/2016 1:58:16 PM,,  ROAD,OBSERVATORY,False Alarm - Good Intent,,,,,,,,,,,,0,0,,,,,West
30003821,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 2:01:26 PM,,IVES STREET,DELFT SOUTH,False Alarm - Good Intent,,,,,"false alarm with good intent, due to a brazier fire being mistaken for vegetation alight",,,,,,,,,,,,,East
30003822,RESIDENTIAL FIRE,RESIDENTIAL FIRE - FORMAL,10/18/2016 2:07:12 PM,,WOOLSACK DRIVE,RONDEBOSCH,False Alarm - Good Intent,,,,,PERSON BURNING GARDEN RUBBISH AT REAR OF DWELLING,,,,,,,,,,,,,West
30003823,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 3:24:56 PM,,SURREY STREET,WELTEVREDEN VALLEY,Fire manually extinguished,,15 - 20 Deg,Light Breeze,Clear,,,,,,,,0,0,,,NO INFORMATION AS PER ISIS,,East
30003824,TRAUMA EMERGENCY - ACCIDENTAL INJURY,TRAUMA - ACCIDENTAL INJURY - SPORTS,10/18/2016 3:30:40 PM,34,WIELEWAAL CRESCENT,ROBINVALE,Special Service,,,,,NIL,,,,,,,,,,,,,North
30003825,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 3:35:53 PM,,TENTH AVENUE,RETREAT,Fire - automatically extinguished,,,Moderate,Overcast,fire burning itself out before arrival of brigade,,,,,,a small area of vegetation burned,0,0,,,CITY OF CAPE TOWN,,West
30003826,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 3:55:16 PM,,PRINCESS ALICE AVENUE,BROOKLYN,,,,,,,,,,,,,,,,,,,
30003827,OTHER FIRE,"OTHER FIRE - RUBBISH, GRASS AND BUSH",10/18/2016 4:39:49 PM,,N2,AIRPORT CITY,Fire manually extinguished,,10 - 15 Deg,Light Breeze,Fine,,20 - 25 min,Water Tanker,,"2,000",,,0,0,,,South African National roads Agency LTD,,East
